37 1 960102 0 341 1
79 2 961201 0 776 2
124 3 931014 0 1217 3
137 4 951011 0 1346 4
46 5 940730 0 444 5
56 6 920221 0 564 6
40 7 960110 0 372 7
131 32 950716 0 1288 8
67 33 931027 0 665 9
62 34 980721 0 620 10
128 35 951023 0 1263 11
116 36 951103 0 1139 12
88 37 920603 0 856 13
125 38 960821 0 1234 14
82 39 960920 0 815 15
34 64 940716 0 313 16
17 65 950318 0 151 17
130 66 940120 0 1272 18
58 67 961219 0 578 19
29 68 980418 0 263 20
85 69 940604 0 837 21
65 70 931218 0 651 22
4 71 980124 0 15 23
109 96 940417 0 1071 24
22 97 930129 0 185 25
106 98 940925 0 1044 26
89 99 940313 0 869 27
148 100 980228 0 1447 28
28 101 960317 0 243 29
1 102 970509 0 1 30
31 103 960620 0 277 31
74 128 920615 0 736 32
73 129 921119 0 719 33
37 130 920508 0 342 34
94 131 940608 0 911 35
28 132 930611 0 244 36
44 133 971129 0 425 37
7 134 920501 0 46 38
61 135 951021 0 599 39
83 160 961219 0 829 40
17 161 940831 0 152 41
16 162 950508 0 135 42
88 163 970905 0 857 43
1 164 921021 0 2 44
28 165 930130 0 245 45
109 166 950912 0 1072 46
121 167 930104 0 1183 47
83 192 971125 0 830 48
80 193 930808 0 800 49
62 194 920405 0 621 50
136 195 931228 0 1329 51
65 196 930317 0 652 52
34 197 950407 0 314 53
112 198 980102 0 1099 54
53 199 960307 0 532 55
4 224 940618 0 16 56
34 225 950525 0 315 57
128 226 930310 0 1264 58
10 227 951110 0 79 59
46 228 930225 0 445 60
112 229 931229 0 1100 61
103 230 931027 0 1004 62
91 231 940929 0 881 63
125 256 931019 0 1235 64
124 257 980328 0 1218 65
43 258 931229 0 405 66
44 259 930929 0 426 67
106 260 961210 0 1045 68
47 261 930629 0 464 69
31 262 951125 0 278 70
118 263 940517 0 1149 71
8 288 970221 0 65 72
104 289 970210 0 1028 73
118 290 940101 0 1150 74
142 291 940313 0 1388 75
23 292 920113 0 201 76
31 293 921002 0 279 77
52 294 930716 0 512 78
19 295 940929 0 163 79
1 320 971121 0 3 80
124 321 930321 0 1219 81
134 322 920319 0 1316 82
40 323 940326 0 373 83
106 324 920320 0 1046 84
41 325 931017 0 394 85
76 326 950604 0 748 86
145 327 950417 0 1423 87
107 352 940308 0 1067 88
2 353 931231 0 6 89
139 354 960314 0 1353 90
71 355 940614 0 713 91
148 356 940630 0 1448 92
61 357 961009 0 600 93
4 358 930920 0 17 94
79 359 941219 0 777 95
115 384 920303 0 1126 96
34 385 960322 0 316 97
61 386 950125 0 601 98
4 387 970126 0 18 99
46 388 921216 0 446 100
127 389 940217 0 1247 101
103 390 980407 0 1005 102
112 391 941117 0 1101 103
41 416 930927 0 395 104
55 417 940206 0 548 105
95 418 950413 0 937 106
118 419 961001 0 1151 107
91 420 951031 0 882 108
40 421 920222 0 374 109
74 422 970531 0 737 110
104 423 960601 0 1029 111
149 448 950821 0 1473 112
97 449 950720 0 950 113
49 450 950305 0 474 114
100 451 980525 0 975 115
61 452 971014 0 602 116
46 453 970526 0 447 117
49 454 951227 0 475 118
13 455 961204 0 108 119
73 480 930508 0 720 120
31 481 921008 0 280 121
127 482 960326 0 1248 122
35 483 950711 0 330 123
55 484 970103 0 549 124
101 485 970326 0 992 125
52 486 960311 0 513 126
109 487 920818 0 1073 127
64 512 950520 0 628 128
61 513 950501 0 603 129
76 514 960404 0 749 130
142 515 930829 0 1389 131
44 516 980421 0 427 132
10 517 970407 0 80 133
145 518 980208 0 1424 134
64 519 971031 0 629 135
94 544 930217 0 912 136
64 545 951107 0 630 137
145 546 961101 0 1425 138
100 547 960622 0 976 139
124 548 940921 0 1220 140
110 549 920713 0 1093 141
25 550 950802 0 212 142
91 551 950530 0 883 143
31 576 970513 0 281 144
56 577 941219 0 565 145
94 578 970110 0 913 146
68 579 980311 0 679 147
61 580 970705 0 604 148
70 581 970223 0 683 149
50 582 971021 0 503 150
49 583 970319 0 476 151
26 608 960228 0 233 152
127 609 940601 0 1249 153
52 610 950802 0 514 154
106 611 930127 0 1047 155
82 612 921021 0 816 156
139 613 950618 0 1354 157
134 614 921201 0 1317 158
67 615 920509 0 666 159
97 640 930123 0 951 160
133 641 930830 0 1297 161
40 642 931216 0 375 162
58 643 950325 0 579 163
8 644 920501 0 66 164
115 645 941203 0 1127 165
52 646 941122 0 515 166
143 647 970807 0 1411 167
109 672 940414 0 1074 168
80 673 940310 0 801 169
34 674 920829 0 317 170
13 675 970731 0 109 171
38 676 961213 0 367 172
124 677 931124 0 1221 173
131 678 930227 0 1289 174
49 679 951215 0 477 175
85 704 961121 0 838 176
43 705 970213 0 406 177
148 706 950909 0 1449 178
118 707 941120 0 1152 179
32 708 980703 0 298 180
37 709 980421 0 343 181
133 710 930102 0 1298 182
64 711 930923 0 631 183
47 736 980621 0 465 184
121 737 920426 0 1184 185
22 738 930302 0 186 186
1 739 980531 0 4 187
44 740 950716 0 428 188
106 741 980707 0 1048 189
103 742 941223 0 1006 190
79 743 961004 0 778 191
98 768 960820 0 968 192
80 769 930602 0 802 193
32 770 980523 0 299 194
46 771 950617 0 448 195
97 772 930417 0 952 196
133 773 930926 0 1299 197
80 774 951204 0 803 198
134 775 950318 0 1318 199
56 800 980714 0 566 200
118 801 920218 0 1153 201
137 802 950105 0 1347 202
16 803 970429 0 136 203
50 804 930312 0 504 204
127 805 950705 0 1250 205
131 806 960620 0 1290 206
145 807 931124 0 1426 207
29 832 920419 0 264 208
56 833 940213 0 567 209
43 834 940523 0 407 210
65 835 951008 0 653 211
70 836 961125 0 684 212
