1 1 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 0 7
8 1 8
9 0 9
10 0 10
11 1 11
12 0 12
13 1 13
14 0 14
15 0 15
16 0 16
17 0 17
18 1 18
19 0 19
20 0 20
21 0 21
22 0 22
23 0 23
24 0 24
25 0 25
26 0 26
27 1 27
28 0 28
29 0 29
30 1 30
31 0 31
32 1 32
33 0 33
34 0 34
35 0 35
36 1 36
37 0 37
38 0 38
39 0 39
40 1 40
41 0 41
42 1 42
43 0 43
44 0 44
45 0 45
46 0 46
47 1 47
48 1 48
49 0 49
50 0 50
51 0 51
52 0 52
53 0 53
54 0 54
55 0 55
56 0 56
57 0 57
58 0 58
59 0 59
60 0 60
61 0 61
62 0 62
63 0 63
64 1 64
65 0 65
66 0 66
67 0 67
68 0 68
69 0 69
70 0 70
71 0 71
72 0 72
73 1 73
74 0 74
75 0 75
76 0 76
77 1 77
78 0 78
79 0 79
80 0 80
81 1 81
82 0 82
83 1 83
84 0 84
85 0 85
86 0 86
87 0 87
88 0 88
89 0 89
90 1 90
91 0 91
92 0 92
93 0 93
94 0 94
95 0 95
96 0 96
97 0 97
98 1 98
99 0 99
100 0 100
101 0 101
102 1 102
103 1 103
104 0 104
105 0 105
106 0 106
107 0 107
108 1 108
109 1 109
110 0 110
111 0 111
112 0 112
113 1 113
114 0 114
115 0 115
116 1 116
117 0 117
118 0 118
119 0 119
120 0 120
121 1 121
122 0 122
123 1 123
124 0 124
125 0 125
126 0 126
127 0 127
128 0 128
129 0 129
130 0 130
131 0 131
132 0 132
133 0 133
134 1 134
135 0 135
136 0 136
137 0 137
138 0 138
139 0 139
140 0 140
141 0 141
142 0 142
143 0 143
144 0 144
145 0 145
146 0 146
147 0 147
148 0 148
149 0 149
150 0 150
